,practice,pct,rate,rural_urban_code,mean_percentile,num_gps_june,num_gps_sept,CL,PH,PHAS,TOTAL,Value_imd,Value_satisfaction,Value_long_term_health,Value_over_65,Value_under_18,dispensing_patients,total_items,list_size,Principal Supplier,Principal System
4127,J81059,11J,0.0,4.0,0.5563330356949886,6.0,6.0,416.74,80.98,27.0,524.72,17.6998235493339,92.99597378758949,54.1322667738723,20.2414532325398,20.0045131445335,0.0,154870.0,9310.25,EMIS,EMIS Web
4128,J81061,11J,0.0,3.0,0.5331719795558225,6.0,6.0,434.82,97.0,26.96,558.78,9.861597908402448,84.5884597841772,62.8175870971029,40.533717994951296,11.467724486116099,0.0,195255.0,8217.5,EMIS,EMIS Web
4129,J81062,11J,0.027777777777777776,4.0,0.4774672925880506,7.0,8.0,424.37,96.23,27.0,547.5999999999998,15.441962529274,88.13119421086651,51.9177364706666,19.6078431372549,19.949273241635,0.0,167532.0,10352.166666666668,TPP,SystmOne
4130,J81063,11J,0.0,4.0,0.4979017623071869,2.0,2.0,432.0,97.0,27.0,556.0,27.2997458432304,83.87458571900929,65.1680191771212,25.856803529012605,17.5500508992195,0.0,64306.0,2824.9,Vision,Vision 3 LAN
4131,J81064,11J,0.0,4.0,0.4471028688162913,4.0,4.0,433.79,96.85,22.81,553.45,16.7718103215347,90.0412034321698,52.70440955530261,27.154823020805203,14.569035395839,0.0,70536.0,3773.416666666667,TPP,SystmOne
4132,J81065,11J,0.0,4.0,0.432206549716166,,,435.0,97.0,27.0,559.0,18.4625945913022,69.894468006178,58.214201579276704,15.77536849799,20.718723352418106,0.0,33204.0,6531.6,TPP,SystmOne
4133,J81066,11J,0.0,4.0,0.4579258217288889,5.0,5.0,435.0,97.0,27.0,559.0,13.020139509153099,86.60710538575609,51.029322812406505,22.5997788277873,20.0361918166281,0.0,184760.0,9857.500000000002,TPP,SystmOne
4134,J81067,11J,0.06666666666666667,4.0,0.5517032063131659,4.0,4.0,430.8,97.0,27.0,554.8,11.8748404231375,96.3039203130578,56.6777632365337,19.621962196219602,19.5859585958596,0.0,63323.0,4805.166666666667,EMIS,EMIS Web
4135,J81068,11J,0.0,1.0,0.5161375436097486,7.0,7.0,408.79,93.87,26.14,528.8000000000002,13.670613642180701,73.6994643338998,65.4921657346486,27.054005630918894,17.0156130023036,2726.0,217627.0,7658.083333333334,EMIS,EMIS Web
4136,J81069,11J,0.0,4.0,0.5902102233065689,5.0,3.0,408.88,96.71,27.0,532.5899999999998,16.5905832601055,61.786547450227786,52.228170715695114,21.792618629173997,18.6731107205624,0.0,123171.0,4152.833333333333,TPP,SystmOne
4137,J81070,11J,0.002105263157894737,4.0,0.5090228229644126,10.0,9.0,435.0,97.0,27.0,559.0,18.421589553839606,79.9904760449734,53.47442555951321,19.1849865951743,18.0697050938338,0.0,162839.0,9263.666666666666,TPP,SystmOne
4138,J81071,11J,0.0,4.0,0.5107805043328364,2.0,2.0,435.0,97.0,27.0,559.0,15.019495221328,93.2930696813019,54.7579360110952,24.5724346076459,18.4507042253521,0.0,66668.0,4032.75,TPP,SystmOne
4139,J81072,11J,0.0,4.0,0.4505458691893072,7.0,11.0,425.95,97.0,24.33,547.2800000000002,25.8731458078335,75.2331056946661,45.8918951849951,14.4572783599786,14.8259772049262,0.0,152517.0,14152.666666666664,TPP,SystmOne
4140,J81073,11J,0.0,4.0,0.5039851319253691,11.0,14.0,423.31,96.82,26.68,546.81,26.664773505492892,86.3100394215068,70.87861365087379,23.876444571265502,18.9713225852475,0.0,360395.0,14158.583333333332,TPP,SystmOne
4141,J81074,11J,0.0,1.0,0.4156577406678942,5.0,5.0,434.61,96.51,26.28,557.4,18.131171676096198,93.41724432532749,60.9174690650335,33.8048090523338,14.8762376237624,3159.0,146522.0,5645.416666666666,TPP,SystmOne
4142,J81075,11J,0.011940298507462687,4.0,0.3282973232506398,5.0,5.0,429.7,97.0,27.0,553.7,20.4133139437211,95.66929849800128,58.9440600766102,26.396472070558602,16.9844603107938,0.0,112672.0,4956.75,TPP,SystmOne
4143,J81076,11J,0.0,1.0,0.4618768755077033,4.0,4.0,434.51,97.0,26.25,557.76,17.0155847589425,88.6871975012435,55.2600612176769,28.615863141524105,17.093485398306502,4389.0,151712.0,5906.25,TPP,SystmOne
4144,J81077,11J,0.0,3.0,0.5484864603866948,5.0,5.0,433.54,97.0,27.0,557.54,9.151975922210221,83.5987216790243,59.01227208227351,24.348094429871892,18.453942292856,0.0,133352.0,6498.666666666668,TPP,SystmOne
4145,J81078,11J,0.0,1.0,0.4088649715206447,4.0,4.0,422.01,95.1,27.0,544.11,12.772533618477302,96.82907040595472,61.1535666194597,29.803250641574007,21.669803250641603,1825.0,120455.0,5935.999999999999,TPP,SystmOne
4146,J81081,11J,0.0,1.0,0.42547107020660097,8.0,8.0,434.28,97.0,27.0,558.28,10.991173517492301,74.3019343305925,64.122087899065,25.498304524026107,18.8470763377719,0.0,275922.0,12307.583333333336,TPP,SystmOne
4147,J81082,11J,0.0,1.0,0.5393459686484718,6.0,6.0,425.27,97.0,27.0,549.27,12.7331757380074,87.5137860527903,70.84541808309191,25.5842558425584,17.4569495694957,1868.0,154158.0,6728.25,TPP,SystmOne
4148,J81083,99N,0.0,3.0,0.3740042928667704,4.0,6.0,435.0,96.23,27.0,558.23,15.4577279037483,87.48592773690571,53.752799620596704,27.920425630349307,18.866527874161502,4258.0,88556.0,4249.583333333333,TPP,SystmOne
4149,J81086,11J,0.0,4.0,0.4723486021562953,4.0,4.0,420.13,95.59,27.0,542.72,13.8886595416907,81.55124869922541,47.3898210806666,19.6803389177739,18.563450799152697,0.0,83620.0,5401.666666666667,TPP,SystmOne
4150,J81087,11J,0.0,4.0,0.5316165195584056,11.0,13.0,435.0,97.0,27.0,559.0,13.847060421285999,82.6739174083063,52.61590789150461,15.9184125928389,20.1729298303957,0.0,147274.0,9086.583333333334,TPP,SystmOne
4151,J81090,11J,0.0,4.0,0.4083925413813352,1.0,1.0,396.47,86.61,24.0,507.08,21.4477560521415,84.7506186673844,54.692955550466614,22.43947858473,19.2427063935444,0.0,37956.0,3216.75,TPP,SystmOne
4152,J81609,11J,0.005555555555555556,1.0,0.32672657943605193,5.0,5.0,410.91,97.0,24.54,532.4499999999998,17.224263084922,100.0,57.58094354354101,33.1715771230503,14.537261698440199,2823.0,77862.0,2889.666666666667,TPP,SystmOne
4153,J81612,11J,0.0,1.0,0.4303796814007097,3.0,3.0,435.0,97.0,27.0,559.0,13.7550148116801,98.4739760225184,65.0982649718413,29.750317393144304,16.5044435040203,1904.0,73535.0,2475.666666666667,TPP,SystmOne
4154,J81613,11J,0.0,4.0,0.4640139558100723,4.0,4.0,431.7,97.0,26.5,555.2,17.579279125248494,88.8108819730354,52.2321329459816,21.4711729622266,18.831013916501,0.0,118674.0,5361.416666666667,TPP,SystmOne
4155,J81616,11J,0.0,1.0,0.33630103996359384,4.0,4.0,435.0,97.0,27.0,559.0,12.2263995680346,96.1000785760092,49.7560932806293,24.2380609551236,18.209743220542396,4170.0,93487.0,4213.75,EMIS,EMIS Web
4156,J81620,11J,0.0,1.0,0.3787570636380571,14.0,14.0,433.27,96.88,27.0,557.15,14.5984915772089,74.662496778174,56.5715453507854,25.433526011560698,19.685383980181697,0.0,515973.0,24148.58333333333,TPP,SystmOne
4157,J81621,11J,0.0,3.0,0.4373866261956265,4.0,5.0,434.2600000000001,97.0,27.0,558.26,13.8932020095188,85.4680830766561,50.5732128449338,23.197602679358397,20.2608848933545,0.0,115087.0,5951.916666666668,TPP,SystmOne
4158,J81625,11J,0.02252252252252252,4.0,0.5611541270047611,8.0,8.0,384.56000000000006,92.35,27.0,503.91000000000014,16.742027333999,95.30835068213341,53.178359450840304,14.077124672407301,21.4476475726944,0.0,143272.0,8666.166666666668,TPP,SystmOne
4159,J81626,11J,0.0,1.0,0.5121514598264341,5.0,5.0,435.0,97.0,27.0,559.0,13.873473357228198,91.5054276630927,54.250366668424604,23.3452807646356,19.493428912783802,0.0,106850.0,4398.083333333333,TPP,SystmOne
4160,J81628,11J,0.0,1.0,0.3904780687376976,3.0,3.0,414.84,93.08,27.0,534.92,13.1950013309672,90.4096825913959,60.5686791539499,40.1952085181899,14.143744454303501,0.0,65113.0,2290.0,TPP,SystmOne
4161,J81631,11J,0.0,1.0,0.4742596624765569,2.0,2.0,431.59,97.0,27.0,555.59,13.234549199084697,84.80763074966009,52.84273122736021,25.3546910755149,15.4508009153318,0.0,55193.0,2281.25,TPP,SystmOne
4162,J81632,11J,0.0,4.0,0.5070922700011311,3.0,3.0,435.0,95.56,26.23,556.79,26.8661418242492,68.3358709858093,65.144874740625,14.988876529477198,23.915461624026694,0.0,55433.0,3595.5,,
4163,J81633,11J,0.0,4.0,0.4637524246289516,4.0,4.0,435.0,97.0,27.0,559.0,25.931990073810105,80.38841482750709,49.40356313395579,17.9944006108425,21.0282514634767,0.0,81030.0,3903.416666666666,TPP,SystmOne
4164,J81634,11J,0.0,4.0,0.4906513725780197,19.0,19.0,390.85,92.33,27.0,510.18,35.4862496411728,70.894707042538,57.3535411925861,9.19528446950282,18.5545873910815,0.0,233847.0,14130.666666666664,TPP,SystmOne
4165,J81637,11J,0.0,1.0,0.3777183820282525,5.0,5.0,423.99,97.0,27.0,547.99,12.8635479241415,89.73165184394459,54.09717528482861,22.347514095335693,19.784725781650398,0.0,123333.0,6039.000000000001,TPP,SystmOne
4166,J81644,11J,0.0,3.0,0.4429652929874178,3.0,3.0,435.0,97.0,27.0,559.0,9.367484293193721,91.6964238722917,54.9636852071661,25.799883653286802,17.399650959860402,0.0,47549.0,3386.916666666666,EMIS,EMIS Web
4167,J81645,11J,0.0,4.0,0.20642785071664246,,,417.6,96.62,27.0,541.22,35.09096277666,71.4061857216532,45.0978350767549,11.234071093226,15.6203890006707,0.0,14765.0,1927.833333333333,TPP,SystmOne
4168,J81646,11J,0.0,4.0,0.5109085500661384,5.0,5.0,435.0,97.0,27.0,559.0,11.275440985732804,91.01823533296921,61.555207812422296,26.218269408930894,19.918473225866197,0.0,129627.0,5699.25,TPP,SystmOne
4169,J81647,11J,0.0,1.0,0.4046710068135985,3.0,3.0,435.0,97.0,27.0,559.0,11.663657989228001,93.99621432139601,59.9315900924502,36.1759425493716,12.764811490125696,0.0,51446.0,2273.25,TPP,SystmOne
4170,J81648,11J,0.0,4.0,0.5223777291966604,4.0,4.0,425.16,97.0,26.05,548.2099999999998,16.6019962622197,96.42405944423193,47.4472390755001,18.5451408855664,16.595744680851098,0.0,59430.0,3590.0,TPP,SystmOne
4171,J82001,10X,0.0,4.0,0.4301534776481356,6.0,6.0,431.89,97.0,26.53,555.42,23.8990796146606,88.44580767689541,47.7308770812995,9.61027457927369,22.947298494242702,0.0,115451.0,9459.0,TPP,SystmOne
4172,J82002,10X,0.0,4.0,0.5550140134953968,10.0,10.0,428.29,95.76,27.0,551.0500000000002,26.9329222190985,86.1041407782827,47.66096682901179,17.5709867866179,21.5799831318527,0.0,190200.0,11008.333333333336,EMIS,EMIS Web
4173,J82004,10R,0.07526881720430108,4.0,0.3863985861655404,,,402.2,90.00000000000001,27.0,519.2,31.5529194199707,77.15635612835159,53.518970284476794,15.4001468428781,20.796622613803198,0.0,40071.0,3730.25,,
4174,J82005,10V,0.0,1.0,0.5424554916304413,3.0,3.0,427.48,96.99,27.0,551.47,9.4366026752539,91.3398547687329,52.747228119103,25.241515977210803,17.1711667079515,240.0,80836.0,4099.833333333333,EMIS,EMIS Web
4175,J82006,10K,0.002577319587628866,4.0,0.458496121174827,5.0,5.0,435.0,97.0,27.0,559.0,19.040222742620607,85.7209953960307,53.7295976581395,19.7581962749156,21.6664851323385,0.0,178336.0,9392.416666666666,EMIS,EMIS Web
4176,J82007,11A,0.014943960149439602,3.0,0.5489380211330491,16.0,16.0,434.67,97.0,27.0,558.6700000000002,13.748984025318403,92.8286631736923,61.001204686704206,30.758797377740894,16.1404566347675,0.0,290399.0,13264.916666666668,TPP,SystmOne
4177,J82008,11A,0.05199306759098787,4.0,0.5537835067059323,5.0,5.0,434.82,96.68,27.0,558.5,7.96822722992062,81.1048278539714,53.453993636421096,25.3564702717245,17.9634113532419,0.0,118688.0,7450.25,EMIS,EMIS Web
4178,J82009,10V,0.0,4.0,0.4854559189590559,10.0,10.0,425.44,97.0,27.0,549.44,9.881068535109893,89.3348932931838,57.2588388390403,30.7974615796315,17.8056426332288,0.0,203300.0,12846.666666666664,TPP,SystmOne
4179,J82010,10V,0.01783264746227709,4.0,0.5380036238311888,14.0,13.0,431.26,97.0,27.0,555.26,25.635232044503198,84.9428362903485,60.860824685683696,19.493531516652894,20.553812276355604,0.0,279754.0,18474.33333333333,EMIS,EMIS Web
4180,J82012,10K,0.0,4.0,0.41163941599366977,7.0,9.0,434.46,97.0,27.0,558.46,11.6016362429472,85.6032553534049,56.614011198715716,25.2240292067707,17.911273370948102,0.0,165535.0,9269.166666666668,EMIS,EMIS Web
4181,J82015,99M,0.021929824561403508,4.0,0.5200297371423713,8.0,9.0,433.32,97.0,26.09,556.41,14.044393463746099,94.9748980775897,51.0073551504506,16.446058334309498,20.9511538011011,0.0,119790.0,8908.083333333332,EMIS,EMIS Web
4182,J82016,11A,0.03389830508474576,3.0,0.5880600438137429,9.0,9.0,409.9,96.83,26.25,532.98,11.10691281198,89.7997382454646,45.501333299592105,24.037714919578494,19.8136439267887,7585.0,181326.0,9066.916666666668,EMIS,EMIS Web
4183,J82017,11A,0.0,3.0,0.4982523601274525,12.0,12.0,435.0,96.55,26.32,557.87,11.040116745114801,71.7517151966347,58.1647419926671,20.1595100761945,20.498468988108,0.0,197610.0,13940.833333333332,EMIS,EMIS Web
4184,J82018,11A,0.001184834123222749,4.0,0.4942347755370483,12.0,11.0,415.47,95.98,27.0,538.45,7.05291808391691,68.2502760159791,58.95907863795179,19.658723153868802,19.9670491320977,0.0,261364.0,17036.833333333336,EMIS,EMIS Web
4185,J82019,11A,0.02727272727272727,4.0,0.4877815077612096,9.0,9.0,423.59,96.7,27.0,547.2900000000002,6.023781952602791,76.6341200026906,51.2326498246929,22.109738813525,19.6517513666734,0.0,135289.0,10395.25,EMIS,EMIS Web
4186,J82020,11A,0.0,4.0,0.4199968984283656,2.0,2.0,422.22,96.03,27.0,545.25,14.759449416909597,57.3129938819336,50.85135172884271,16.8488558519166,20.437254044599896,0.0,84920.0,6794.666666666666,EMIS,EMIS Web
4187,J82021,10V,0.0,4.0,0.6023592129525952,6.0,6.0,432.82,97.0,27.0,556.8199999999998,16.341413842653598,84.989058581598,60.67576067654739,34.2114716800383,13.799544964674899,0.0,197570.0,8565.75,EMIS,EMIS Web
4188,J82022,10X,0.020864381520119227,4.0,0.483679572128885,10.0,9.0,434.56,80.30999999999997,26.92,541.79,25.927917477713297,72.48023754922659,66.0661901694766,19.9803713093972,19.247566860227398,0.0,218659.0,12398.333333333336,TPP,SystmOne
4189,J82023,10K,0.017804154302670624,3.0,0.5198783849140411,5.0,6.0,398.27,93.22,27.0,518.49,4.94181650750341,61.538884137345285,38.5557250831593,11.5355464605124,24.3489464908292,0.0,122860.0,13241.166666666664,EMIS,EMIS Web
4190,J82024,10X,0.02601156069364162,4.0,0.4529652021805545,,15.0,422.79999999999984,97.0,25.55,545.3499999999998,40.9079001321502,57.96196171857429,51.8690921792841,4.285444591278081,22.3182933736077,0.0,171834.0,13145.25,TPP,SystmOne
4191,J82025,11A,0.0,3.0,0.5846449338866482,8.0,8.0,426.26,97.0,27.0,550.26,11.534111553440098,87.3003795535609,55.15713000240071,18.0187947236831,20.389688766273,511.0,173855.0,12172.249999999998,EMIS,EMIS Web
4192,J82026,10K,0.0,4.0,0.5486455264302198,13.0,12.0,422.99,88.64000000000001,26.66,538.29,12.4272948629665,63.9288745917187,55.997478980599396,27.8898450946644,15.914629948364901,0.0,287039.0,14578.083333333336,EMIS,EMIS Web
4193,J82027,10V,0.15294117647058825,1.0,0.4914881184702216,5.0,5.0,417.71,96.92,27.0,541.63,7.92537272890808,76.1115447248401,45.063414638983204,24.599892105736398,20.0359647545406,0.0,28506.0,5459.0,,
4194,J82028,10R,0.011157601115760111,4.0,0.5068636688118338,10.0,10.0,423.54,94.45,25.17,543.16,22.983931892368805,75.8898551920728,51.1209774589831,15.9403669724771,17.605857445307,0.0,286944.0,17787.583333333332,TPP,SystmOne
4195,J82029,11A,0.02664576802507837,3.0,0.5916480564215906,11.0,9.0,435.0,97.0,27.0,559.0,12.915429553264598,82.28039584582051,64.5927616169148,33.1649151172191,15.3435731608731,0.0,222254.0,9856.583333333332,TPP,SystmOne
4196,J82030,99M,0.11764705882352941,4.0,0.497562486078327,4.0,4.0,428.57,97.0,25.77,551.3399999999998,18.5943950370458,78.44270213642109,52.905859926041295,14.5225776105362,22.5729068673565,0.0,104851.0,8735.25,EMIS,EMIS Web
4197,J82033,10K,0.0211864406779661,4.0,0.4532877794948503,8.0,6.0,435.0,97.0,27.0,559.0,11.291346477205401,80.2857565387745,52.3027817069829,19.9763173475429,19.5121373593843,0.0,112989.0,8445.5,EMIS,EMIS Web
4198,J82034,11A,0.0,2.0,0.544671068313416,8.0,8.0,427.11,97.0,27.0,551.11,11.657355325783696,89.47898778765659,53.63427084326921,22.2140160840309,19.812900049236802,8498.0,270004.0,12471.083333333336,EMIS,EMIS Web
4199,J82035,11A,0.04918032786885246,2.0,0.5736602136919834,11.0,11.0,434.46,96.45,27.0,557.91,11.415595075400601,82.3132742669616,58.1513588784844,22.0939818631492,19.468849369921106,0.0,220638.0,16871.5,EMIS,EMIS Web
4200,J82036,11A,0.0,2.0,0.483608451581443,4.0,3.0,416.74,86.46000000000002,25.25,528.45,11.4326241987179,95.03710677490032,52.037457211394994,23.5482579094914,16.7400881057269,2441.0,50265.0,2543.1666666666665,EMIS,EMIS Web
4201,J82039,11A,0.0,3.0,0.5703023539615382,9.0,11.0,426.57,95.47,27.0,549.04,12.4454167335652,73.60933115193521,63.8673685153846,28.8288288288288,16.474890732316506,0.0,243786.0,11113.416666666668,TPP,SystmOne
4202,J82040,10X,0.027156549520766772,4.0,0.4944647245026391,5.0,5.0,417.09,96.66,27.0,540.75,32.5632978494623,81.773937677397,51.85334542736339,13.573200992555801,25.510339123242396,0.0,172276.0,12651.666666666664,EMIS,EMIS Web
4203,J82041,10V,0.0,4.0,0.4708923452386042,3.0,4.0,427.78,97.0,26.2,550.98,32.047930258033105,80.0680835998937,56.65750504735661,14.847267859316098,24.605087014725598,0.0,148784.0,8176.0,EMIS,EMIS Web
4204,J82042,10V,0.026905829596412557,1.0,0.5581441475690171,8.0,8.0,435.0,97.0,27.0,559.0,10.629120359955,78.704269850565,51.4527508685631,17.2369477911647,20.910843373494,0.0,250616.0,12818.833333333332,EMIS,EMIS Web
4205,J82044,10K,0.07093821510297482,4.0,0.4747722559084528,4.0,4.0,433.22,97.0,27.0,557.22,8.52866183117839,62.2671725728727,47.904260025730714,20.182907600126104,20.5844633659203,0.0,122476.0,9677.916666666666,EMIS,EMIS Web
4206,J82046,10J,0.032722513089005235,3.0,0.5379620715663475,6.0,6.0,434.79,97.0,27.0,558.79,6.23406460153561,92.9233817220372,50.801040069020004,25.284516982796607,18.457873842081998,0.0,209757.0,11598.083333333332,EMIS,EMIS Web
4207,J82049,99M,0.08077544426494346,3.0,0.5131200429620101,16.0,16.0,428.39,97.0,26.95,552.3400000000001,6.79674882483371,75.489873376895,49.802830010302,19.7250554323725,19.3082039911308,0.0,309912.0,22107.916666666664,EMIS,EMIS Web
4208,J82050,11A,0.0,2.0,0.4721195757014534,11.0,11.0,425.92,96.74,26.94,549.5999999999998,8.97704370334698,93.82930381540041,52.396728124974295,14.3149284253579,21.897028750150398,0.0,176323.0,17851.333333333336,EMIS,EMIS Web
4209,J82051,11A,0.0012970168612191958,4.0,0.5349162897803121,9.0,9.0,417.42,85.75999999999998,27.0,530.18,13.462127211322,90.13237832711441,50.61801271853111,19.1816062384436,20.0996864699735,0.0,257539.0,12463.999999999998,EMIS,EMIS Web
4210,J82053,11A,0.0,3.0,0.5329910286825149,4.0,4.0,405.97,96.14,25.26,527.37,13.915953746942401,79.61742255371391,58.5910085027292,20.2199755582713,18.769025663815103,0.0,129577.0,8929.25,EMIS,EMIS Web
4211,J82054,15A,0.0,3.0,0.474171682939648,7.0,7.0,394.15,89.72,24.0,507.87,9.000341975159769,86.5101485276249,43.1245376591141,19.618955745809696,21.393946702037894,7964.0,137818.0,8765.0,EMIS,EMIS Web
4212,J82055,10R,0.0,4.0,0.5653690500477423,8.0,8.0,429.03,97.0,24.83,550.86,22.252590322884306,86.723026712337,54.9908341274646,20.2108632213122,15.603878377106302,0.0,196438.0,10921.5,TPP,SystmOne
4213,J82056,11A,0.0,3.0,0.5422587246236056,16.0,,435.0,95.83,27.0,557.83,16.3684396396396,72.7415842872578,56.539104099422,23.4422336854172,18.6629001883239,0.0,388890.0,24122.75,EMIS,EMIS Web
4214,J82058,10J,0.03944773175542406,3.0,0.5405404223085158,6.0,7.0,425.54,97.0,25.51,548.05,14.3652861175263,76.156426857937,48.7984464496056,15.991106550367697,19.6254489481786,0.0,218426.0,11945.416666666668,EMIS,EMIS Web
4215,J82059,11A,0.0,1.0,0.5720163823559161,12.0,10.0,421.14,96.92,27.0,545.0600000000002,7.2981745302714,87.4416698110978,46.709671648437606,22.491301322199,18.455114822547,3241.0,133124.0,7171.75,EMIS,EMIS Web
4216,J82060,10R,0.0,4.0,0.5206100760357552,6.0,6.0,401.2600000000001,96.42,24.07,521.7500000000001,39.801525278713996,82.3423769798508,63.8066203146934,13.9932625032392,24.286084477844,0.0,182933.0,7735.583333333334,TPP,SystmOne
4217,J82061,10J,0.038781163434903045,3.0,0.39895737273775,13.0,13.0,432.68,97.0,27.0,556.6800000000002,6.74026379420053,89.014114820732,50.6016253210676,18.8710117262067,23.3615125897646,0.0,174246.0,11380.916666666664,EMIS,EMIS Web
4218,J82062,10X,0.027914614121510674,4.0,0.5934062207532967,,12.0,434.84,95.81,27.0,557.6500000000002,33.9075558216297,74.46589863469009,55.05299081757,12.0219993529602,24.3843416370107,0.0,202773.0,15407.416666666664,EMIS,EMIS Web
4219,J82063,11A,0.0,4.0,0.5790291722982124,7.0,6.0,427.57,97.0,26.11,550.68,13.7684909173479,70.8595848412947,54.9974520131421,15.078068264342802,22.2149600580973,0.0,138640.0,8627.5,EMIS,EMIS Web
4220,J82064,11A,0.0,2.0,0.5297153903384209,8.0,8.0,412.22,95.74,27.0,534.96,7.19183092125739,78.4974094024887,49.820399876585704,21.831479032132602,19.2857698591768,5076.0,243279.0,12996.75,EMIS,EMIS Web
4221,J82065,10J,0.032640949554896145,3.0,0.4519088106191216,9.0,8.0,406.75000000000006,96.2,26.68,529.63,14.9398875477596,70.10231415088329,61.42683503562671,15.750629504211199,21.4100894330121,0.0,186112.0,11975.5,EMIS,EMIS Web
4222,J82066,99M,0.034722222222222224,4.0,0.6432550873867049,11.0,11.0,424.91000000000014,97.0,27.0,548.9100000000002,17.069907927852398,80.95709428740109,41.2295369325155,14.212807606264,22.740492170022396,0.0,216846.0,14276.5,EMIS,EMIS Web
4223,J82067,99M,0.05945945945945946,4.0,0.480745590824321,8.0,8.0,404.28,91.44,25.78,521.5,11.076655069407801,76.85641878556709,49.1529378362319,17.4367533380183,18.1148981026001,0.0,144518.0,11565.916666666664,EMIS,EMIS Web
4224,J82069,10J,0.0,3.0,0.5191618162670225,11.0,13.0,416.4099999999999,81.58,25.79,523.7799999999999,14.496842506479599,81.48197301167,58.005153918809214,15.047260900498,21.588576074804397,0.0,311636.0,19278.416666666664,EMIS,EMIS Web
4225,J82071,11A,0.0027247956403269754,4.0,0.4647197609418202,10.0,10.0,430.45999999999987,91.86,27.0,549.3199999999998,15.935707089349696,86.9040607075508,56.7274109975996,13.3630047763786,22.177594442032103,0.0,104696.0,9665.083333333334,EMIS,EMIS Web
4226,J82072,11A,0.06716417910447761,3.0,0.5893731772991965,9.0,9.0,432.65,97.0,27.0,556.6500000000002,11.649806530170501,86.68919574193441,52.196156555443295,19.002525252525306,22.1554834054834,0.0,168758.0,11353.166666666664,EMIS,EMIS Web
4227,J82073,10R,0.0,4.0,0.5101216432646369,3.0,3.0,432.69,97.0,26.34,556.0300000000002,21.2776743228061,79.9407875282209,58.161502099317,15.776335496754902,21.0059910134798,0.0,156640.0,8443.583333333334,TPP,SystmOne
4228,J82074,11A,0.0872093023255814,3.0,0.5906823189870067,11.0,11.0,424.1,96.65,27.0,547.75,9.544525692001839,93.9042801381122,45.0683798956461,27.1644525881814,17.854634295312298,3213.0,232910.0,13666.083333333336,TPP,SystmOne
4229,J82075,11A,0.0,3.0,0.5341893321516352,7.0,6.0,429.35,97.0,26.81,553.1599999999999,12.169507183908,82.3996052677542,60.8826622681613,30.272988505747104,16.316091954022998,0.0,123462.0,6889.166666666668,TPP,SystmOne
4230,J82076,10X,0.10096153846153846,4.0,0.5817837945259546,10.0,10.0,412.59,97.0,27.0,536.5899999999998,26.1183810777217,68.6556905871205,58.63063781997371,17.4014769320757,19.9137237698326,0.0,255213.0,14121.916666666668,TPP,SystmOne
4231,J82077,10J,0.034482758620689655,3.0,0.4491516852194381,4.0,5.0,419.86,96.2,25.61,541.67,19.8992156945618,70.7656275572883,40.1982832616413,13.2742117117117,25.6813063063063,0.0,209880.0,13259.0,EMIS,EMIS Web
4232,J82079,10J,0.010714285714285714,3.0,0.5141199655977742,6.0,6.0,435.0,87.68,27.0,549.6800000000002,7.48842005836277,91.80189579850858,42.53367906552911,16.0933660933661,23.0374692874693,5751.0,124916.0,6698.166666666668,EMIS,EMIS Web
4233,J82080,10X,0.010752688172043012,4.0,0.3469113492453767,6.0,6.0,427.63,97.0,26.71,551.34,19.7913332126915,80.4042303078379,41.0507313618887,1.21193849864335,12.792282182695198,0.0,42764.0,17979.0,EMIS,EMIS Web
4234,J82081,10X,0.0,4.0,0.4166190982581709,15.0,11.0,429.17,96.42,26.36,551.95,33.1205609650826,64.2966345662562,43.2579945416629,5.82980926900837,17.0915681367049,0.0,240693.0,23746.25,TPP,SystmOne
4235,J82082,11A,0.0,3.0,0.5790940073852746,9.0,9.0,410.97,97.0,25.55,533.52,19.376798028195,71.36148915653159,56.657760870483294,11.3076782783148,26.410724056173606,0.0,166501.0,11609.0,EMIS,EMIS Web
4236,J82083,10K,0.0008532423208191126,4.0,0.5254590296607764,6.0,6.0,423.89,97.0,27.0,547.8900000000001,21.486917574609198,74.9530253126772,58.39711038674111,22.595926101373802,18.4296541923259,0.0,468553.0,28333.75,EMIS,EMIS Web
4237,J82084,10K,0.01762114537444934,4.0,0.5471900018554042,2.0,2.0,370.8899999999999,84.73,24.9,480.5199999999999,20.264466583850893,64.8153367307228,57.7675011524366,23.1801242236025,17.0683229813665,0.0,89442.0,3880.5,EMIS,EMIS Web
4238,J82085,10R,0.004056795131845842,4.0,0.5239291388511617,8.0,8.0,419.46,95.26,27.0,541.72,37.758998312065394,80.80062975508241,53.213024774821704,13.711855252498,24.4896030245747,0.0,313838.0,15175.083333333336,TPP,SystmOne
4239,J82087,10X,0.0031645569620253164,4.0,0.4875855592741058,7.0,8.0,407.61,97.0,25.33,529.94,25.029448125936998,89.0346681730147,58.6446276407761,18.995502248875606,19.1274362818591,0.0,121960.0,7042.916666666666,TPP,SystmOne
4240,J82088,10X,0.03220035778175313,,0.5287399510407412,7.0,7.0,426.03,87.0,25.79,538.8199999999998,24.989151757188505,83.3189670484956,49.0514027217844,14.137380191693303,20.4432907348243,0.0,202626.0,14177.0,EMIS,EMIS Web
